onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
107.834	n/a	53917	seqLearning_start	91	n/a	n/a	8
114.1	n/a	57050	learningBlock_1	31	n/a	n/a	8
114.114	n/a	57057	dot_no1_ON	11	n/a	n/a	8
114.704	n/a	57352	dot_no1_OFF	21	n/a	n/a	8
116.024	n/a	58012	dot_no6_ON	16	n/a	n/a	8
116.604	n/a	58302	dot_no6_OFF	26	n/a	n/a	8
117.922	n/a	58961	dot_no4_ON	14	n/a	n/a	8
118.502	n/a	59251	dot_no4_OFF	24	n/a	n/a	8
119.822	n/a	59911	dot_no2_ON	12	n/a	n/a	8
120.412	n/a	60206	dot_no2_OFF	22	n/a	n/a	8
121.732	n/a	60866	dot_no7_ON	17	n/a	n/a	8
122.312	n/a	61156	dot_no7_OFF	27	n/a	n/a	8
123.632	n/a	61816	dot_no3_ON	13	n/a	n/a	8
124.212	n/a	62106	dot_no3_OFF	23	n/a	n/a	8
125.532	n/a	62766	dot_no8_ON	18	n/a	n/a	8
126.112	n/a	63056	dot_no8_OFF	28	n/a	n/a	8
127.432	n/a	63716	dot_no5_ON	15	n/a	n/a	8
128.012	n/a	64006	dot_no5_OFF	25	n/a	n/a	8
129.332	n/a	64666	dot_no2_ON	12	n/a	n/a	8
129.912	n/a	64956	dot_no2_OFF	22	n/a	n/a	8
131.232	n/a	65616	dot_no7_ON	17	n/a	n/a	8
131.812	n/a	65906	dot_no7_OFF	27	8-6-2-4-1-5-7-3-1-7	1-6-4-2-7-3-8-5-2-7	8
172.234	n/a	86117	learningBlock_2	32	n/a	n/a	8
172.242	n/a	86121	dot_no1_ON	11	n/a	n/a	8
172.822	n/a	86411	dot_no1_OFF	21	n/a	n/a	8
174.142	n/a	87071	dot_no6_ON	16	n/a	n/a	8
174.722	n/a	87361	dot_no6_OFF	26	n/a	n/a	8
176.042	n/a	88021	dot_no4_ON	14	n/a	n/a	8
176.622	n/a	88311	dot_no4_OFF	24	n/a	n/a	8
177.942	n/a	88971	dot_no2_ON	12	n/a	n/a	8
178.522	n/a	89261	dot_no2_OFF	22	n/a	n/a	8
179.842	n/a	89921	dot_no7_ON	17	n/a	n/a	8
180.422	n/a	90211	dot_no7_OFF	27	n/a	n/a	8
181.742	n/a	90871	dot_no3_ON	13	n/a	n/a	8
182.322	n/a	91161	dot_no3_OFF	23	n/a	n/a	8
183.642	n/a	91821	dot_no8_ON	18	n/a	n/a	8
184.222	n/a	92111	dot_no8_OFF	28	n/a	n/a	8
185.542	n/a	92771	dot_no5_ON	15	n/a	n/a	8
186.122	n/a	93061	dot_no5_OFF	25	n/a	n/a	8
187.442	n/a	93721	dot_no2_ON	12	n/a	n/a	8
188.032	n/a	94016	dot_no2_OFF	22	n/a	n/a	8
189.352	n/a	94676	dot_no7_ON	17	n/a	n/a	8
189.942	n/a	94971	dot_no7_OFF	27	8-1-2-3-7-4-6-5-1-8	1-6-4-2-7-3-8-5-2-7	8
210.954	n/a	105477	learningBlock_3	33	n/a	n/a	8
210.96	n/a	105480	dot_no1_ON	11	n/a	n/a	8
