onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
137.58	n/a	68790	seqLearning_start	91	n/a	n/a	8
143.818	n/a	71909	learningBlock_1	31	n/a	n/a	8
143.84	n/a	71920	dot_no1_ON	11	n/a	n/a	8
144.43	n/a	72215	dot_no1_OFF	21	n/a	n/a	8
145.748	n/a	72874	dot_no6_ON	16	n/a	n/a	8
146.328	n/a	73164	dot_no6_OFF	26	n/a	n/a	8
147.648	n/a	73824	dot_no4_ON	14	n/a	n/a	8
148.228	n/a	74114	dot_no4_OFF	24	n/a	n/a	8
149.548	n/a	74774	dot_no2_ON	12	n/a	n/a	8
150.128	n/a	75064	dot_no2_OFF	22	n/a	n/a	8
151.448	n/a	75724	dot_no7_ON	17	n/a	n/a	8
152.038	n/a	76019	dot_no7_OFF	27	n/a	n/a	8
153.358	n/a	76679	dot_no3_ON	13	n/a	n/a	8
153.938	n/a	76969	dot_no3_OFF	23	n/a	n/a	8
155.258	n/a	77629	dot_no8_ON	18	n/a	n/a	8
155.838	n/a	77919	dot_no8_OFF	28	n/a	n/a	8
157.158	n/a	78579	dot_no5_ON	15	n/a	n/a	8
157.738	n/a	78869	dot_no5_OFF	25	n/a	n/a	8
159.058	n/a	79529	dot_no2_ON	12	n/a	n/a	8
159.638	n/a	79819	dot_no2_OFF	22	n/a	n/a	8
160.958	n/a	80479	dot_no7_ON	17	n/a	n/a	8
161.538	n/a	80769	dot_no7_OFF	27	1-5-3-7-7-4-2-8-6-6	1-6-4-2-7-3-8-5-2-7	8
204.11	n/a	102055	learningBlock_2	32	n/a	n/a	8
204.118	n/a	102059	dot_no1_ON	11	n/a	n/a	8
204.698	n/a	102349	dot_no1_OFF	21	n/a	n/a	8
206.018	n/a	103009	dot_no6_ON	16	n/a	n/a	8
206.598	n/a	103299	dot_no6_OFF	26	n/a	n/a	8
207.918	n/a	103959	dot_no4_ON	14	n/a	n/a	8
208.498	n/a	104249	dot_no4_OFF	24	n/a	n/a	8
209.818	n/a	104909	dot_no2_ON	12	n/a	n/a	8
210.408	n/a	105204	dot_no2_OFF	22	n/a	n/a	8
211.728	n/a	105864	dot_no7_ON	17	n/a	n/a	8
212.308	n/a	106154	dot_no7_OFF	27	n/a	n/a	8
213.628	n/a	106814	dot_no3_ON	13	n/a	n/a	8
214.208	n/a	107104	dot_no3_OFF	23	n/a	n/a	8
215.528	n/a	107764	dot_no8_ON	18	n/a	n/a	8
216.108	n/a	108054	dot_no8_OFF	28	n/a	n/a	8
217.428	n/a	108714	dot_no5_ON	15	n/a	n/a	8
218.008	n/a	109004	dot_no5_OFF	25	n/a	n/a	8
219.328	n/a	109664	dot_no2_ON	12	n/a	n/a	8
219.908	n/a	109954	dot_no2_OFF	22	n/a	n/a	8
221.228	n/a	110614	dot_no7_ON	17	n/a	n/a	8
221.808	n/a	110904	dot_no7_OFF	27	1-6-4-2-8-5-3-7-2-7	1-6-4-2-7-3-8-5-2-7	8
253.79	n/a	126895	learningBlock_3	33	n/a	n/a	8
253.796	n/a	126898	dot_no1_ON	11	n/a	n/a	8
254.376	n/a	127188	dot_no1_OFF	21	n/a	n/a	8
255.696	n/a	127848	dot_no6_ON	16	n/a	n/a	8
256.276	n/a	128138	dot_no6_OFF	26	n/a	n/a	8
257.596	n/a	128798	dot_no4_ON	14	n/a	n/a	8
258.176	n/a	129088	dot_no4_OFF	24	n/a	n/a	8
259.496	n/a	129748	dot_no2_ON	12	n/a	n/a	8
260.076	n/a	130038	dot_no2_OFF	22	n/a	n/a	8
261.396	n/a	130698	dot_no7_ON	17	n/a	n/a	8
261.976	n/a	130988	dot_no7_OFF	27	n/a	n/a	8
263.296	n/a	131648	dot_no3_ON	13	n/a	n/a	8
263.876	n/a	131938	dot_no3_OFF	23	n/a	n/a	8
265.196	n/a	132598	dot_no8_ON	18	n/a	n/a	8
265.776	n/a	132888	dot_no8_OFF	28	n/a	n/a	8
267.096	n/a	133548	dot_no5_ON	15	n/a	n/a	8
267.676	n/a	133838	dot_no5_OFF	25	n/a	n/a	8
268.996	n/a	134498	dot_no2_ON	12	n/a	n/a	8
