onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
82.04	n/a	41020	seqLearning_start	91	n/a	n/a	8
88.298	n/a	44149	learningBlock_1	31	n/a	n/a	8
88.328	n/a	44164	dot_no1_ON	11	n/a	n/a	8
88.918	n/a	44459	dot_no1_OFF	21	n/a	n/a	8
90.236	n/a	45118	dot_no6_ON	16	n/a	n/a	8
90.816	n/a	45408	dot_no6_OFF	26	n/a	n/a	8
92.136	n/a	46068	dot_no4_ON	14	n/a	n/a	8
92.718	n/a	46359	dot_no4_OFF	24	n/a	n/a	8
94.038	n/a	47019	dot_no2_ON	12	n/a	n/a	8
94.618	n/a	47309	dot_no2_OFF	22	n/a	n/a	8
95.938	n/a	47969	dot_no7_ON	17	n/a	n/a	8
96.518	n/a	48259	dot_no7_OFF	27	n/a	n/a	8
97.838	n/a	48919	dot_no3_ON	13	n/a	n/a	8
98.418	n/a	49209	dot_no3_OFF	23	n/a	n/a	8
99.738	n/a	49869	dot_no8_ON	18	n/a	n/a	8
100.318	n/a	50159	dot_no8_OFF	28	n/a	n/a	8
101.638	n/a	50819	dot_no5_ON	15	n/a	n/a	8
102.218	n/a	51109	dot_no5_OFF	25	n/a	n/a	8
103.538	n/a	51769	dot_no2_ON	12	n/a	n/a	8
104.118	n/a	52059	dot_no2_OFF	22	n/a	n/a	8
105.438	n/a	52719	dot_no7_ON	17	n/a	n/a	8
106.018	n/a	53009	dot_no7_OFF	27	1-6-8-5-3-4-7-2-5-8	1-6-4-2-7-3-8-5-2-7	8
166.872	n/a	83436	learningBlock_2	32	n/a	n/a	8
166.878	n/a	83439	dot_no1_ON	11	n/a	n/a	8
167.458	n/a	83729	dot_no1_OFF	21	n/a	n/a	8
168.778	n/a	84389	dot_no6_ON	16	n/a	n/a	8
169.358	n/a	84679	dot_no6_OFF	26	n/a	n/a	8
170.678	n/a	85339	dot_no4_ON	14	n/a	n/a	8
171.258	n/a	85629	dot_no4_OFF	24	n/a	n/a	8
172.58	n/a	86290	dot_no2_ON	12	n/a	n/a	8
173.168	n/a	86584	dot_no2_OFF	22	n/a	n/a	8
174.488	n/a	87244	dot_no7_ON	17	n/a	n/a	8
175.07	n/a	87535	dot_no7_OFF	27	n/a	n/a	8
176.388	n/a	88194	dot_no3_ON	13	n/a	n/a	8
176.968	n/a	88484	dot_no3_OFF	23	n/a	n/a	8
178.288	n/a	89144	dot_no8_ON	18	n/a	n/a	8
178.868	n/a	89434	dot_no8_OFF	28	n/a	n/a	8
180.188	n/a	90094	dot_no5_ON	15	n/a	n/a	8
180.768	n/a	90384	dot_no5_OFF	25	n/a	n/a	8
182.088	n/a	91044	dot_no2_ON	12	n/a	n/a	8
182.67	n/a	91335	dot_no2_OFF	22	n/a	n/a	8
183.99	n/a	91995	dot_no7_ON	17	n/a	n/a	8
184.57	n/a	92285	dot_no7_OFF	27	1-6-8-3-5-7-2-4-7-1	1-6-4-2-7-3-8-5-2-7	8
240.752	n/a	120376	learningBlock_3	33	n/a	n/a	8
240.76	n/a	120380	dot_no1_ON	11	n/a	n/a	8
241.34	n/a	120670	dot_no1_OFF	21	n/a	n/a	8
242.66	n/a	121330	dot_no6_ON	16	n/a	n/a	8
243.24	n/a	121620	dot_no6_OFF	26	n/a	n/a	8
244.56	n/a	122280	dot_no4_ON	14	n/a	n/a	8
245.15	n/a	122575	dot_no4_OFF	24	n/a	n/a	8
246.47	n/a	123235	dot_no2_ON	12	n/a	n/a	8
247.05	n/a	123525	dot_no2_OFF	22	n/a	n/a	8
248.37	n/a	124185	dot_no7_ON	17	n/a	n/a	8
248.95	n/a	124475	dot_no7_OFF	27	n/a	n/a	8
250.27	n/a	125135	dot_no3_ON	13	n/a	n/a	8
250.86	n/a	125430	dot_no3_OFF	23	n/a	n/a	8
252.18	n/a	126090	dot_no8_ON	18	n/a	n/a	8
252.76	n/a	126380	dot_no8_OFF	28	n/a	n/a	8
254.08	n/a	127040	dot_no5_ON	15	n/a	n/a	8
254.66	n/a	127330	dot_no5_OFF	25	n/a	n/a	8
255.98	n/a	127990	dot_no2_ON	12	n/a	n/a	8
256.56	n/a	128280	dot_no2_OFF	22	n/a	n/a	8
257.88	n/a	128940	dot_no7_ON	17	n/a	n/a	8
258.46	n/a	129230	dot_no7_OFF	27	1-6-4-2-8-5-3-7-6-8	1-6-4-2-7-3-8-5-2-7	8
292.812	n/a	146406	learningBlock_4	34	n/a	n/a	8
292.822	n/a	146411	dot_no1_ON	11	n/a	n/a	8
293.402	n/a	146701	dot_no1_OFF	21	n/a	n/a	8
294.722	n/a	147361	dot_no6_ON	16	n/a	n/a	8
295.302	n/a	147651	dot_no6_OFF	26	n/a	n/a	8
296.622	n/a	148311	dot_no4_ON	14	n/a	n/a	8
297.202	n/a	148601	dot_no4_OFF	24	n/a	n/a	8
298.522	n/a	149261	dot_no2_ON	12	n/a	n/a	8
299.102	n/a	149551	dot_no2_OFF	22	n/a	n/a	8
300.422	n/a	150211	dot_no7_ON	17	n/a	n/a	8
301.002	n/a	150501	dot_no7_OFF	27	n/a	n/a	8
302.322	n/a	151161	dot_no3_ON	13	n/a	n/a	8
302.902	n/a	151451	dot_no3_OFF	23	n/a	n/a	8
304.222	n/a	152111	dot_no8_ON	18	n/a	n/a	8
304.802	n/a	152401	dot_no8_OFF	28	n/a	n/a	8
306.122	n/a	153061	dot_no5_ON	15	n/a	n/a	8
306.702	n/a	153351	dot_no5_OFF	25	n/a	n/a	8
308.022	n/a	154011	dot_no2_ON	12	n/a	n/a	8
308.602	n/a	154301	dot_no2_OFF	22	n/a	n/a	8
309.922	n/a	154961	dot_no7_ON	17	n/a	n/a	8
310.502	n/a	155251	dot_no7_OFF	27	1-6-5-2-3-8-4-7-3-8	1-6-4-2-7-3-8-5-2-7	8
347.784	n/a	173892	learningBlock_5	35	n/a	n/a	8
347.792	n/a	173896	dot_no1_ON	11	n/a	n/a	8
348.372	n/a	174186	dot_no1_OFF	21	n/a	n/a	8
349.692	n/a	174846	dot_no6_ON	16	n/a	n/a	8
350.282	n/a	175141	dot_no6_OFF	26	n/a	n/a	8
351.602	n/a	175801	dot_no4_ON	14	n/a	n/a	8
352.182	n/a	176091	dot_no4_OFF	24	n/a	n/a	8
353.502	n/a	176751	dot_no2_ON	12	n/a	n/a	8
354.082	n/a	177041	dot_no2_OFF	22	n/a	n/a	8
355.402	n/a	177701	dot_no7_ON	17	n/a	n/a	8
355.984	n/a	177992	dot_no7_OFF	27	n/a	n/a	8
357.302	n/a	178651	dot_no3_ON	13	n/a	n/a	8
357.882	n/a	178941	dot_no3_OFF	23	n/a	n/a	8
359.204	n/a	179602	dot_no8_ON	18	n/a	n/a	8
359.782	n/a	179891	dot_no8_OFF	28	n/a	n/a	8
361.102	n/a	180551	dot_no5_ON	15	n/a	n/a	8
361.684	n/a	180842	dot_no5_OFF	25	n/a	n/a	8
363.004	n/a	181502	dot_no2_ON	12	n/a	n/a	8
363.584	n/a	181792	dot_no2_OFF	22	n/a	n/a	8
364.904	n/a	182452	dot_no7_ON	17	n/a	n/a	8
365.484	n/a	182742	dot_no7_OFF	27	1-6-4-2-7-3-8-5-7-2	1-6-4-2-7-3-8-5-2-7	8
393.156	n/a	196578	seqLearning_stop	50	n/a	n/a	8
393.963	n/a	196981.5	boundary	boundary	n/a	n/a	8
