onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	n/a	27	n/a	n/a	8
237.43	n/a	118715	seqLearning_start	91	n/a	n/a	8
246.752	n/a	123376	learningBlock_1	31	n/a	n/a	8
246.768	n/a	123384	dot_no1_ON	11	n/a	n/a	8
247.356	n/a	123678	dot_no1_OFF	21	n/a	n/a	8
248.678	n/a	124339	dot_no6_ON	16	n/a	n/a	8
249.266	n/a	124633	dot_no6_OFF	26	n/a	n/a	8
250.588	n/a	125294	dot_no4_ON	14	n/a	n/a	8
251.178	n/a	125589	dot_no4_OFF	24	n/a	n/a	8
252.498	n/a	126249	dot_no2_ON	12	n/a	n/a	8
253.086	n/a	126543	dot_no2_OFF	22	n/a	n/a	8
254.408	n/a	127204	dot_no7_ON	17	n/a	n/a	8
254.996	n/a	127498	dot_no7_OFF	27	n/a	n/a	8
256.318	n/a	128159	dot_no3_ON	13	n/a	n/a	8
256.906	n/a	128453	dot_no3_OFF	23	n/a	n/a	8
258.228	n/a	129114	dot_no8_ON	18	n/a	n/a	8
258.816	n/a	129408	dot_no8_OFF	28	n/a	n/a	8
260.138	n/a	130069	dot_no5_ON	15	n/a	n/a	8
260.726	n/a	130363	dot_no5_OFF	25	n/a	n/a	8
262.048	n/a	131024	dot_no2_ON	12	n/a	n/a	8
262.636	n/a	131318	dot_no2_OFF	22	n/a	n/a	8
263.958	n/a	131979	dot_no7_ON	17	n/a	n/a	8
264.546	n/a	132273	dot_no7_OFF	27	1-6-8-5-3-6-0-2-7-4	1-6-4-2-7-3-8-5-2-7	8
306.214	n/a	153107	learningBlock_2	32	n/a	n/a	8
306.228	n/a	153114	dot_no1_ON	11	n/a	n/a	8
306.816	n/a	153408	dot_no1_OFF	21	n/a	n/a	8
308.138	n/a	154069	dot_no6_ON	16	n/a	n/a	8
308.726	n/a	154363	dot_no6_OFF	26	n/a	n/a	8
310.048	n/a	155024	dot_no4_ON	14	n/a	n/a	8
310.636	n/a	155318	dot_no4_OFF	24	n/a	n/a	8
311.958	n/a	155979	dot_no2_ON	12	n/a	n/a	8
312.546	n/a	156273	dot_no2_OFF	22	n/a	n/a	8
313.868	n/a	156934	dot_no7_ON	17	n/a	n/a	8
314.456	n/a	157228	dot_no7_OFF	27	n/a	n/a	8
315.778	n/a	157889	dot_no3_ON	13	n/a	n/a	8
316.366	n/a	158183	dot_no3_OFF	23	n/a	n/a	8
317.688	n/a	158844	dot_no8_ON	18	n/a	n/a	8
318.276	n/a	159138	dot_no8_OFF	28	n/a	n/a	8
319.598	n/a	159799	dot_no5_ON	15	n/a	n/a	8
320.186	n/a	160093	dot_no5_OFF	25	n/a	n/a	8
321.508	n/a	160754	dot_no2_ON	12	n/a	n/a	8
322.098	n/a	161049	dot_no2_OFF	22	n/a	n/a	8
323.418	n/a	161709	dot_no7_ON	17	n/a	n/a	8
324.006	n/a	162003	dot_no7_OFF	27	1-6-4-2-7-5-8-2-3-7	1-6-4-2-7-3-8-5-2-7	8
360.726	n/a	180363	learningBlock_3	33	n/a	n/a	8
360.738	n/a	180369	dot_no1_ON	11	n/a	n/a	8
361.328	n/a	180664	dot_no1_OFF	21	n/a	n/a	8
362.648	n/a	181324	dot_no6_ON	16	n/a	n/a	8
363.238	n/a	181619	dot_no6_OFF	26	n/a	n/a	8
364.558	n/a	182279	dot_no4_ON	14	n/a	n/a	8
365.148	n/a	182574	dot_no4_OFF	24	n/a	n/a	8
366.468	n/a	183234	dot_no2_ON	12	n/a	n/a	8
367.058	n/a	183529	dot_no2_OFF	22	n/a	n/a	8
368.378	n/a	184189	dot_no7_ON	17	n/a	n/a	8
368.968	n/a	184484	dot_no7_OFF	27	n/a	n/a	8
370.288	n/a	185144	dot_no3_ON	13	n/a	n/a	8
370.876	n/a	185438	dot_no3_OFF	23	n/a	n/a	8
372.198	n/a	186099	dot_no8_ON	18	n/a	n/a	8
372.788	n/a	186394	dot_no8_OFF	28	n/a	n/a	8
374.108	n/a	187054	dot_no5_ON	15	n/a	n/a	8
374.698	n/a	187349	dot_no5_OFF	25	n/a	n/a	8
376.018	n/a	188009	dot_no2_ON	12	n/a	n/a	8
376.608	n/a	188304	dot_no2_OFF	22	n/a	n/a	8
377.928	n/a	188964	dot_no7_ON	17	n/a	n/a	8
378.516	n/a	189258	dot_no7_OFF	27	1-6-3-8-4-2-1-5-2-8	1-6-4-2-7-3-8-5-2-7	8
451.924	n/a	225962	learningBlock_4	34	n/a	n/a	8
451.938	n/a	225969	dot_no1_ON	11	n/a	n/a	8
452.528	n/a	226264	dot_no1_OFF	21	n/a	n/a	8
453.848	n/a	226924	dot_no6_ON	16	n/a	n/a	8
454.438	n/a	227219	dot_no6_OFF	26	n/a	n/a	8
455.758	n/a	227879	dot_no4_ON	14	n/a	n/a	8
456.348	n/a	228174	dot_no4_OFF	24	n/a	n/a	8
457.668	n/a	228834	dot_no2_ON	12	n/a	n/a	8
458.258	n/a	229129	dot_no2_OFF	22	n/a	n/a	8
459.578	n/a	229789	dot_no7_ON	17	n/a	n/a	8
460.168	n/a	230084	dot_no7_OFF	27	n/a	n/a	8
461.488	n/a	230744	dot_no3_ON	13	n/a	n/a	8
462.078	n/a	231039	dot_no3_OFF	23	n/a	n/a	8
463.398	n/a	231699	dot_no8_ON	18	n/a	n/a	8
463.988	n/a	231994	dot_no8_OFF	28	n/a	n/a	8
465.308	n/a	232654	dot_no5_ON	15	n/a	n/a	8
465.898	n/a	232949	dot_no5_OFF	25	n/a	n/a	8
467.218	n/a	233609	dot_no2_ON	12	n/a	n/a	8
467.808	n/a	233904	dot_no2_OFF	22	n/a	n/a	8
469.128	n/a	234564	dot_no7_ON	17	n/a	n/a	8
469.718	n/a	234859	dot_no7_OFF	27	1-6-3-8-7-2-8-3-4-1	1-6-4-2-7-3-8-5-2-7	8
492.626	n/a	246313	learningBlock_5	35	n/a	n/a	8
492.638	n/a	246319	dot_no1_ON	11	n/a	n/a	8
493.228	n/a	246614	dot_no1_OFF	21	n/a	n/a	8
494.548	n/a	247274	dot_no6_ON	16	n/a	n/a	8
495.138	n/a	247569	dot_no6_OFF	26	n/a	n/a	8
496.458	n/a	248229	dot_no4_ON	14	n/a	n/a	8
497.048	n/a	248524	dot_no4_OFF	24	n/a	n/a	8
498.368	n/a	249184	dot_no2_ON	12	n/a	n/a	8
498.958	n/a	249479	dot_no2_OFF	22	n/a	n/a	8
500.278	n/a	250139	dot_no7_ON	17	n/a	n/a	8
500.868	n/a	250434	dot_no7_OFF	27	n/a	n/a	8
502.188	n/a	251094	dot_no3_ON	13	n/a	n/a	8
502.778	n/a	251389	dot_no3_OFF	23	n/a	n/a	8
504.098	n/a	252049	dot_no8_ON	18	n/a	n/a	8
504.688	n/a	252344	dot_no8_OFF	28	n/a	n/a	8
506.008	n/a	253004	dot_no5_ON	15	n/a	n/a	8
506.598	n/a	253299	dot_no5_OFF	25	n/a	n/a	8
507.918	n/a	253959	dot_no2_ON	12	n/a	n/a	8
508.508	n/a	254254	dot_no2_OFF	22	n/a	n/a	8
509.828	n/a	254914	dot_no7_ON	17	n/a	n/a	8
510.418	n/a	255209	dot_no7_OFF	27	2-6-3-7-1-4-5-3-8-1	1-6-4-2-7-3-8-5-2-7	8
541.414	n/a	270707	seqLearning_stop	50	n/a	n/a	8
541.959	n/a	270979.5	boundary	boundary	n/a	n/a	8
