onset	duration	sample	value	event_code	user_answer	correct_answer	target_count
0	n/a	0	break cnt	break cnt	n/a	n/a	8
58.922	n/a	29461	seqLearning_start	91	n/a	n/a	8
65.186	n/a	32593	learningBlock_1	31	n/a	n/a	8
65.214	n/a	32607	dot_no1_ON	11	n/a	n/a	8
65.804	n/a	32902	dot_no1_OFF	21	n/a	n/a	8
67.122	n/a	33561	dot_no6_ON	16	n/a	n/a	8
67.702	n/a	33851	dot_no6_OFF	26	n/a	n/a	8
69.022	n/a	34511	dot_no4_ON	14	n/a	n/a	8
69.602	n/a	34801	dot_no4_OFF	24	n/a	n/a	8
70.922	n/a	35461	dot_no2_ON	12	n/a	n/a	8
71.502	n/a	35751	dot_no2_OFF	22	n/a	n/a	8
72.824	n/a	36412	dot_no7_ON	17	n/a	n/a	8
73.404	n/a	36702	dot_no7_OFF	27	n/a	n/a	8
74.724	n/a	37362	dot_no3_ON	13	n/a	n/a	8
75.304	n/a	37652	dot_no3_OFF	23	n/a	n/a	8
76.624	n/a	38312	dot_no8_ON	18	n/a	n/a	8
77.204	n/a	38602	dot_no8_OFF	28	n/a	n/a	8
78.524	n/a	39262	dot_no5_ON	15	n/a	n/a	8
79.104	n/a	39552	dot_no5_OFF	25	n/a	n/a	8
80.424	n/a	40212	dot_no2_ON	12	n/a	n/a	8
81.014	n/a	40507	dot_no2_OFF	22	n/a	n/a	8
82.334	n/a	41167	dot_no7_ON	17	n/a	n/a	8
82.914	n/a	41457	dot_no7_OFF	27	1-5-3-6-4-8-7-2-7-3	1-6-4-2-7-3-8-5-2-7	8
130.766	n/a	65383	learningBlock_2	32	n/a	n/a	8
130.774	n/a	65387	dot_no1_ON	11	n/a	n/a	8
131.354	n/a	65677	dot_no1_OFF	21	n/a	n/a	8
132.674	n/a	66337	dot_no6_ON	16	n/a	n/a	8
133.254	n/a	66627	dot_no6_OFF	26	n/a	n/a	8
134.574	n/a	67287	dot_no4_ON	14	n/a	n/a	8
135.154	n/a	67577	dot_no4_OFF	24	n/a	n/a	8
136.474	n/a	68237	dot_no2_ON	12	n/a	n/a	8
137.054	n/a	68527	dot_no2_OFF	22	n/a	n/a	8
138.374	n/a	69187	dot_no7_ON	17	n/a	n/a	8
138.954	n/a	69477	dot_no7_OFF	27	n/a	n/a	8
140.274	n/a	70137	dot_no3_ON	13	n/a	n/a	8
140.854	n/a	70427	dot_no3_OFF	23	n/a	n/a	8
142.174	n/a	71087	dot_no8_ON	18	n/a	n/a	8
142.754	n/a	71377	dot_no8_OFF	28	n/a	n/a	8
144.074	n/a	72037	dot_no5_ON	15	n/a	n/a	8
144.654	n/a	72327	dot_no5_OFF	25	n/a	n/a	8
145.974	n/a	72987	dot_no2_ON	12	n/a	n/a	8
146.554	n/a	73277	dot_no2_OFF	22	n/a	n/a	8
147.874	n/a	73937	dot_no7_ON	17	n/a	n/a	8
148.454	n/a	74227	dot_no7_OFF	27	1-5-3-7-4-7-2-8-4-6	1-6-4-2-7-3-8-5-2-7	8
194.598	n/a	97299	learningBlock_3	33	n/a	n/a	8
194.606	n/a	97303	dot_no1_ON	11	n/a	n/a	8
195.186	n/a	97593	dot_no1_OFF	21	n/a	n/a	8
196.506	n/a	98253	dot_no6_ON	16	n/a	n/a	8
197.086	n/a	98543	dot_no6_OFF	26	n/a	n/a	8
198.406	n/a	99203	dot_no4_ON	14	n/a	n/a	8
198.986	n/a	99493	dot_no4_OFF	24	n/a	n/a	8
200.306	n/a	100153	dot_no2_ON	12	n/a	n/a	8
